"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"1482","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1483","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1484","male",58,"engineering crew","B","Ireland",NA,NA,NA,"no","50-59","0",NA
"1485","male",33,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1486","male",17,"victualling crew","S","Northern Ireland",NA,NA,NA,"yes","10-19","0",NA
"1487","male",38,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1488","male",34,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1489","male",25,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1490","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1491","male",45,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1492","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1493","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1494","male",28,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1495","male",27,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1496","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1497","male",19,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1498","male",36,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1499","male",28,"deck crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1500","male",49,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1501","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1502","male",28,"restaurant staff","S","France",NA,NA,NA,"no","20-29","0",NA
"1503","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1504","male",27,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1505","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1506","male",20,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1507","male",43,"victualling crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1508","male",45,"engineering crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1509","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1510","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1511","male",39,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1512","male",45,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1513","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1514","male",17,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1515","male",30,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1516","male",35,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1517","male",49,"victualling crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1518","male",38,"victualling crew","B","Scotland",NA,NA,NA,"yes","30-39","0",NA
"1519","male",35,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1520","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1521","male",18,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1522","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1523","male",32,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1524","male",26,"victualling crew","B","Wales",NA,NA,NA,"no","20-29","0",NA
"1525","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1526","male",29,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1527","male",39,"deck crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1528","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1529","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1530","male",18,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1531","male",35,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1532","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1533","male",29,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1534","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1535","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1536","male",27,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1537","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1538","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1539","male",34,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1540","male",49,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1541","male",39,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1542","male",44,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1543","male",27,"engineering crew","S","Guyana",NA,NA,NA,"no","20-29","0",NA
"1544","male",22,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1545","male",39,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1546","male",17,"restaurant staff","S","Italy",NA,NA,NA,"no","10-19","0",NA
"1547","male",35,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1548","male",23,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1549","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1550","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1551","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1552","male",36,"engineering crew","B","Ireland",NA,NA,NA,"no","30-39","0",NA
"1553","male",48,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1554","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1555","male",24,"engineering crew","B","India",NA,NA,NA,"no","20-29","0",NA
"1556","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1557","male",41,"engineering crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1558","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1559","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1560","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1561","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1562","male",39,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1563","male",39,"victualling crew","S","Wales",NA,NA,NA,"no","30-39","0",NA
"1564","male",48,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1565","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1566","male",29,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1567","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1568","male",18,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","10-19","0",NA
"1569","male",43,"victualling crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1570","male",25,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1571","male",27,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1572","male",27,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1573","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1574","male",38,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1575","male",22,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1576","male",39,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1577","male",37,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1578","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1579","male",29,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1580","male",42,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1581","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1582","male",39,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1583","male",30,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1584","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1585","male",23,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1586","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1587","male",29,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1588","male",52,"engineering crew","S","England",NA,NA,NA,"yes","50-59","0",NA
"1589","male",24,"deck crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1590","male",26,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1591","male",46,"deck crew","B","Ireland",NA,NA,NA,"yes","40-49","0",NA
"1592","male",22,"victualling crew","S","Wales",NA,NA,NA,"yes","20-29","0",NA
"1593","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1594","male",44,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1595","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1596","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1597","male",27,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1598","male",37,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1599","male",27,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1600","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1601","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1602","male",30,"engineering crew","B","Scotland",NA,NA,NA,"no","20-29","0",NA
"1603","male",21,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1604","male",45,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1605","male",29,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1606","male",37,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"1607","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1608","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1609","male",36,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1610","male",31,"restaurant staff","S","England",NA,NA,NA,"no","30-39","0",NA
"1611","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1612","male",38,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1613","male",38,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1614","male",61,"engineering crew","S","England",NA,NA,NA,"yes","60-69","0",NA
"1615","male",36,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1616","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1617","female",45,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1618","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1619","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1620","male",41,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1621","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1622","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1623","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1624","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1625","male",28,"engineering crew","B","Northern Ireland",NA,NA,NA,"yes","20-29","0",NA
"1626","male",43,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1627","female",45,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1628","male",24,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1629","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1630","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1631","male",29,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1632","male",37,"victualling crew","S","United States",NA,NA,NA,"no","30-39","0",NA
"1633","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,"yes","30-39","0",NA
"1634","male",31,"deck crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1635","male",22,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1636","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1637","male",41,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1638","male",32,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1639","male",47,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1640","male",25,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1641","male",54,"engineering crew","S","Ireland",NA,NA,NA,"no","50-59","0",NA
"1642","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1643","male",39,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1644","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1645","male",21,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1646","male",40,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1647","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1648","male",19,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1649","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1650","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1651","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1652","male",39,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1653","male",40,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1654","male",38,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1655","male",54,"engineering crew","S","England",NA,NA,NA,"no","50-59","0",NA
"1656","male",32,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1657","male",21,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1658","male",34,"engineering crew","B","Northern Ireland",NA,NA,NA,"no","30-39","0",NA
"1659","male",23,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1660","male",52,"victualling crew","S","England",NA,NA,NA,"no","50-59","0",NA
"1661","male",43,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1662","male",45,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1663","male",24,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1664","male",22,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1665","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1666","male",43,"deck crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1667","male",28,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1668","male",40,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1669","male",26,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1670","male",33,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1671","male",45,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1672","male",37,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1673","male",29,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1674","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1675","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1676","male",43,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1677","male",40,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1678","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1679","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1680","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1681","male",19,"victualling crew","B","England",NA,NA,NA,"no","10-19","0",NA
"1682","male",29,"engineering crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1683","male",26,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1684","male",46,"engineering crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1685","male",43,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1686","male",29,"deck crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1687","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1688","male",28,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1689","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1690","male",29,"deck crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1691","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1692","male",15,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1693","male",40,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1694","male",33,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1695","male",23,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1696","male",36,"engineering crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1697","male",38,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1698","male",31,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1699","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1700","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1701","male",32,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1702","male",53,"deck crew","S","England",NA,NA,NA,"yes","50-59","0",NA
"1703","male",23,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1704","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1705","male",41,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1706","male",23,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1707","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1708","male",28,"deck crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1709","male",19,"victualling crew","S","England",NA,NA,NA,"yes","10-19","0",NA
"1710","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1711","male",19,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1712","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1713","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1714","male",33,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1715","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1716","male",22,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1717","male",59,"engineering crew","S","England",NA,NA,NA,"no","50-59","0",NA
"1718","male",38,"restaurant staff","S","France",NA,NA,NA,"no","30-39","0",NA
"1719","male",27,"engineering crew","S","Wales",NA,NA,NA,"no","20-29","0",NA
"1720","male",35,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1721","male",29,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1722","male",28,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1723","male",55,"victualling crew","B","England",NA,NA,NA,"no","50-59","0",NA
"1724","male",25,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1725","female",24,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1726","male",23,"deck crew","B","England",NA,NA,NA,"yes","20-29","0",NA
"1727","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1728","male",41,"victualling crew","B","England",NA,NA,NA,"yes","40-49","0",NA
"1729","male",17,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1730","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1731","male",29,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1732","male",32,"deck crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1733","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1734","male",24,"restaurant staff","S","England",NA,NA,NA,"no","20-29","0",NA
"1735","male",32,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1736","male",31,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1737","male",38,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1738","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1739","male",40,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1740","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1741","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1742","male",30,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1743","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1744","male",23,"engineering crew","B","Scotland",NA,NA,NA,"no","20-29","0",NA
"1745","male",22,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1746","male",43,"engineering crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1747","male",37,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1748","male",30,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1749","male",44,"engineering crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1750","male",28,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1751","male",26,"engineering crew","S","Scotland",NA,NA,NA,"no","20-29","0",NA
"1752","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1753","male",34,"victualling crew","S","Ireland",NA,NA,NA,"no","30-39","0",NA
"1754","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1755","male",18,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1756","male",28,"victualling crew","S","Ireland",NA,NA,NA,"no","20-29","0",NA
"1757","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1758","male",42,"deck crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1759","male",48,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1760","male",30,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1761","male",36,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1762","male",43,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1763","male",31,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1764","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1765","male",49,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1766","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1767","male",43,"engineering crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1768","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1769","male",41,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1770","male",46,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1771","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1772","male",55,"victualling crew","B","England",NA,NA,NA,"no","50-59","0",NA
"1773","female",40,"victualling crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1774","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1775","male",22,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1776","female",50,"victualling crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1777","male",18,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1778","male",29,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1779","male",41,"deck crew","S","England",NA,NA,NA,"yes","40-49","0",NA
"1780","male",35,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1781","male",25,"victualling crew","B","United States",NA,NA,NA,"no","20-29","0",NA
"1782","male",26,"victualling crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1783","male",27,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1784","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1785","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1786","male",47,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1787","male",38,"deck crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1788","male",30,"engineering crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1789","male",40,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1790","male",41,"victualling crew","B","England",NA,NA,NA,"no","40-49","0",NA
"1791","male",29,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1792","male",33,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1793","male",31,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1794","male",36,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1795","male",20,"victualling crew","S","England",NA,NA,NA,"no","10-19","0",NA
"1796","male",37,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1797","male",29,"deck crew","B","Wales",NA,NA,NA,"yes","20-29","0",NA
"1798","male",25,"deck crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1799","male",31,"victualling crew","B","England",NA,NA,NA,"yes","30-39","0",NA
"1800","male",45,"victualling crew","S","England",NA,NA,NA,"no","40-49","0",NA
"1801","male",26,"deck crew","S","Ireland",NA,NA,NA,"no","20-29","0",NA
"1802","male",24,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1803","male",34,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1804","male",32,"engineering crew","B","Scotland",NA,NA,NA,"no","30-39","0",NA
"1805","male",36,"victualling crew","B","England",NA,NA,NA,"no","30-39","0",NA
"1806","male",32,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1807","male",40,"victualling crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1808","male",50,"victualling crew","S","United States",NA,NA,NA,"no","40-49","0",NA
"1809","male",27,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1810","male",27,"victualling crew","S","Scotland",NA,NA,NA,"no","20-29","0",NA
"1811","male",21,"victualling crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1812","female",28,"victualling crew","S","England",NA,NA,NA,"yes","20-29","0",NA
"1813","male",40,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1814","female",20,"restaurant staff","S","England",NA,NA,NA,"yes","10-19","0",NA
"1815","female",39,"victualling crew","S","Channel Islands",NA,NA,NA,"yes","30-39","0",NA
"1816","male",25,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1817","male",32,"engineering crew","S","England",NA,NA,NA,"yes","30-39","0",NA
"1818","male",39,"engineering crew","S","England",NA,NA,NA,"no","30-39","0",NA
"1819","male",30,"deck crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1820","male",29,"deck crew","S","Wales",NA,NA,NA,"no","20-29","0",NA
"1821","male",20,"restaurant staff","S","England",NA,NA,NA,"no","10-19","0",NA
"1822","male",25,"restaurant staff","S","England",NA,NA,NA,"yes","20-29","0",NA
"1823","male",30,"deck crew","B","England",NA,NA,NA,"no","20-29","0",NA
"1824","male",22,"engineering crew","S","England",NA,NA,NA,"no","20-29","0",NA
"1825","male",59,"engineering crew","S","England",NA,NA,NA,"no","50-59","0",NA
